vehicle id,anaysis_travel_distance,anaysis_travel_time
0,11.0,11.0
1,11.0,11.1
2,11.0,11.1
3,11.0,11.0
4,11.0,11.0
5,11.0,11.0
6,11.0,11.0
7,11.0,11.1
8,11.0,11.1
9,11.0,11.0
10,11.0,11.0
11,11.0,11.0
12,11.0,11.0
13,11.0,11.1
14,11.0,11.1
15,11.0,11.0
16,11.0,11.0
17,11.0,11.0
18,11.0,11.0
19,11.0,11.1
20,11.0,11.1
21,11.0,11.0
22,11.0,11.0
23,11.0,11.0
24,11.0,11.0
25,11.0,11.1
26,11.0,11.1
27,11.0,11.0
28,11.0,11.0
29,11.0,11.0
30,11.0,11.0
31,11.0,11.1
32,11.0,11.1
33,11.0,11.0
34,11.0,11.0
35,11.0,11.0
36,11.0,11.0
37,11.0,11.1
38,11.0,11.1
39,11.0,11.0
40,11.0,11.0
41,11.0,11.0
42,11.0,11.0
43,11.0,11.1
44,11.0,11.1
45,11.0,11.0
46,11.0,11.0
47,11.0,11.0
48,11.0,11.0
49,11.0,11.1
50,11.0,11.1
51,11.0,11.0
52,11.0,11.0
53,11.0,11.0
54,11.0,11.0
55,11.0,11.1
56,11.0,11.1
57,11.0,11.0
58,11.0,11.0
59,11.0,11.0
60,11.0,11.0
61,11.0,11.1
62,11.0,11.1
63,11.0,11.0
64,11.0,11.0
65,11.0,11.0
66,11.0,11.0
67,11.0,11.1
68,11.0,11.1
69,11.0,11.0
70,11.0,11.0
71,11.0,11.0
72,11.0,11.0
73,11.0,11.1
74,11.0,11.1
75,11.0,11.0
76,11.0,11.0
77,11.0,11.0
78,11.0,11.0
79,11.0,11.1
80,11.0,11.1
81,11.0,11.0
82,11.0,11.0
83,11.0,11.0
84,11.0,11.0
85,11.0,11.1
86,11.0,11.1
87,11.0,11.0
88,11.0,11.0
89,11.0,11.0
90,11.0,11.0
91,11.0,11.1
92,11.0,11.1
93,11.0,11.0
94,11.0,11.0
95,11.0,11.0
96,11.0,11.0
97,11.0,11.1
98,11.0,11.1
99,11.0,11.0
100,11.0,11.0
101,11.0,11.0
102,11.0,11.0
103,11.0,11.1
104,11.0,11.1
105,11.0,11.0
106,11.0,11.0
107,11.0,11.0
108,11.0,11.0
109,11.0,11.1
110,11.0,11.1
111,11.0,11.0
112,11.0,11.0
113,11.0,11.0
114,11.0,11.0
115,11.0,11.1
116,11.0,11.1
117,11.0,11.0
118,11.0,11.0
119,11.0,11.0
120,11.0,11.0
121,11.0,11.1
122,11.0,11.1
123,11.0,11.0
124,11.0,11.0
125,11.0,11.0
126,11.0,11.0
127,11.0,11.1
128,11.0,11.1
129,11.0,11.0
130,11.0,11.0
131,11.0,11.0
132,11.0,11.0
133,11.0,11.1
134,11.0,11.1
135,11.0,11.0
136,11.0,11.0
137,11.0,11.0
138,11.0,11.0
139,11.0,11.1
140,11.0,11.1
141,11.0,11.0
142,11.0,11.0
143,11.0,11.0
144,11.0,11.0
145,11.0,11.1
146,11.0,11.1
147,11.0,11.0
148,11.0,11.0
149,11.0,11.0
150,11.0,11.0
151,11.0,11.1
152,11.0,11.1
153,11.0,11.0
154,11.0,11.0
155,11.0,11.0
156,11.0,11.0
157,11.0,11.1
158,11.0,11.1
159,11.0,11.0
160,11.0,11.0
161,11.0,11.0
162,11.0,11.0
163,11.0,11.1
164,11.0,11.1
165,11.0,11.0
166,11.0,11.0
167,11.0,11.0
168,11.0,11.0
169,11.0,11.1
170,11.0,11.1
171,11.0,11.0
172,11.0,11.0
173,11.0,11.0
174,11.0,11.0
175,11.0,11.1
176,11.0,11.1
177,11.0,11.0
178,11.0,11.0
179,11.0,11.0
180,11.0,11.0
181,11.0,11.1
182,11.0,11.1
183,11.0,11.0
184,11.0,11.0
185,11.0,11.0
186,11.0,11.0
187,11.0,11.1
188,11.0,11.1
189,11.0,11.0
190,11.0,11.0
191,11.0,11.0
192,11.0,11.0
193,11.0,11.1
194,11.0,11.1
195,11.0,11.0
196,11.0,11.0
197,11.0,11.0
198,11.0,11.0
199,11.0,11.1
200,11.0,11.1
201,11.0,11.0
202,11.0,11.0
203,11.0,11.0
204,11.0,11.0
205,11.0,11.1
206,11.0,11.1
207,11.0,11.0
208,11.0,11.0
209,11.0,11.0
210,11.0,11.0
211,11.0,11.1
212,11.0,11.1
213,11.0,11.0
214,11.0,11.0
215,11.0,11.0
216,11.0,11.0
217,11.0,11.1
218,11.0,11.1
219,11.0,11.0
220,11.0,11.0
221,11.0,11.0
222,11.0,11.0
223,11.0,11.1
224,11.0,11.1
225,11.0,11.0
226,11.0,11.0
227,11.0,11.0
228,11.0,11.0
229,11.0,11.1
230,11.0,11.1
231,11.0,11.0
232,11.0,11.0
233,11.0,11.0
234,11.0,11.0
235,11.0,11.1
236,11.0,11.1
237,11.0,11.0
238,11.0,11.0
239,11.0,11.0
240,11.0,11.0
241,11.0,11.1
242,11.0,11.1
243,11.0,11.0
244,11.0,11.0
245,11.0,11.0
246,11.0,11.0
247,11.0,11.1
248,11.0,11.1
249,11.0,11.0
250,11.0,11.0
251,11.0,11.0
252,11.0,11.0
253,11.0,11.1
254,11.0,11.1
255,11.0,11.0
256,11.0,11.0
257,11.0,11.0
258,11.0,11.0
259,11.0,11.1
260,11.0,11.1
261,11.0,11.0
262,11.0,11.0
263,11.0,11.0
264,11.0,11.0
265,11.0,11.1
266,11.0,11.1
267,11.0,11.0
268,11.0,11.0
269,11.0,11.0
270,11.0,11.0
271,11.0,11.1
272,11.0,11.1
273,11.0,11.0
274,11.0,11.0
275,11.0,11.0
276,11.0,11.0
277,11.0,11.1
278,11.0,11.1
279,11.0,11.0
280,11.0,11.0
281,11.0,11.0
282,11.0,11.0
283,11.0,11.1
284,11.0,11.1
285,11.0,11.0
286,11.0,11.0
287,11.0,11.0
288,11.0,11.0
289,11.0,11.1
290,11.0,11.1
291,11.0,11.0
292,11.0,11.0
293,11.0,11.0
294,11.0,11.0
295,11.0,11.1
296,11.0,11.1
297,11.0,11.0
298,11.0,11.0
299,11.0,11.0
300,11.0,11.0
301,11.0,11.1
302,11.0,11.1
303,11.0,11.0
304,11.0,11.0
305,11.0,11.0
306,11.0,11.0
307,11.0,11.1
308,11.0,11.1
309,11.0,11.0
310,11.0,11.0
311,11.0,11.0
312,11.0,11.0
313,11.0,11.1
314,11.0,11.1
315,11.0,11.0
316,11.0,11.0
317,11.0,11.0
318,11.0,11.0
319,11.0,11.1
320,11.0,11.1
321,11.0,11.0
322,11.0,11.0
323,11.0,11.0
324,11.0,11.0
325,11.0,11.1
326,11.0,11.1
327,11.0,11.0
328,11.0,11.0
329,11.0,11.0
330,11.0,11.0
331,11.0,11.1
332,11.0,11.1
333,11.0,11.0
334,11.0,11.0
335,11.0,11.0
336,11.0,11.0
337,11.0,11.1
338,11.0,11.1
339,11.0,11.0
340,11.0,11.0
341,11.0,11.0
342,11.0,11.0
343,11.0,11.1
344,11.0,11.1
345,11.0,11.0
346,11.0,11.0
347,11.0,11.0
348,11.0,11.0
349,11.0,11.1
350,11.0,11.1
351,11.0,11.0
352,11.0,11.0
353,11.0,11.0
354,11.0,11.0
355,11.0,11.1
356,11.0,11.1
357,11.0,11.0
358,11.0,11.0
359,11.0,11.0
360,11.0,11.0
361,11.0,11.1
362,11.0,11.1
363,11.0,11.0
364,11.0,11.0
365,11.0,11.0
366,11.0,11.0
367,11.0,11.1
368,11.0,11.1
369,11.0,11.0
370,11.0,11.0
371,11.0,11.0
372,11.0,11.0
373,11.0,11.1
374,11.0,11.1
375,11.0,11.0
376,11.0,11.0
377,11.0,11.0
378,11.0,11.0
379,11.0,11.1
380,11.0,11.1
381,11.0,11.0
382,11.0,11.0
383,11.0,11.0
384,11.0,11.0
385,11.0,11.1
386,11.0,11.1
387,11.0,11.0
388,11.0,11.0
389,11.0,11.0
390,11.0,11.0
391,11.0,11.1
392,11.0,11.1
393,11.0,11.0
394,11.0,11.0
395,11.0,11.0
396,11.0,11.0
397,11.0,11.1
398,11.0,11.1
399,11.0,11.0
400,11.0,11.0
401,11.0,11.0
402,11.0,11.0
403,11.0,11.1
404,11.0,11.1
405,11.0,11.0
406,11.0,11.0
407,11.0,11.0
408,11.0,11.0
409,11.0,11.1
410,11.0,11.1
411,11.0,11.0
412,11.0,11.0
413,11.0,11.0
414,11.0,11.0
415,11.0,11.1
416,11.0,11.1
417,11.0,11.0
418,11.0,11.0
419,11.0,11.0
420,11.0,11.0
421,11.0,11.1
422,11.0,11.1
423,11.0,11.0
424,11.0,11.0
425,11.0,11.0
426,11.0,11.0
427,11.0,11.1
428,11.0,11.1
429,11.0,11.0
430,11.0,11.0
431,11.0,11.0
432,11.0,11.0
433,11.0,11.1
434,11.0,11.1
435,11.0,11.0
436,11.0,11.0
437,11.0,11.0
438,11.0,11.0
439,11.0,11.1
440,11.0,11.1
441,11.0,11.0
442,11.0,11.0
443,11.0,11.0
444,11.0,11.0
445,11.0,11.1
446,11.0,11.1
447,11.0,11.0
448,11.0,11.0
449,11.0,11.0
450,11.0,11.0
451,11.0,11.1
452,11.0,11.1
453,11.0,11.0
454,11.0,11.0
455,11.0,11.0
456,11.0,11.0
457,11.0,11.1
458,11.0,11.1
459,11.0,11.0
460,11.0,11.0
461,11.0,11.0
462,11.0,11.0
463,11.0,11.1
464,11.0,11.1
465,11.0,11.0
466,11.0,11.0
467,11.0,11.0
468,11.0,11.0
469,11.0,11.1
470,11.0,11.1
471,11.0,11.0
472,11.0,11.0
473,11.0,11.0
474,11.0,11.0
475,11.0,11.1
476,11.0,11.1
477,11.0,11.0
478,11.0,11.0
479,11.0,11.0
480,11.0,11.0
481,11.0,11.1
482,11.0,11.1
483,11.0,11.0
484,11.0,11.0
485,11.0,11.0
486,11.0,11.0
487,11.0,11.1
488,11.0,11.1
489,11.0,11.0
490,11.0,11.0
491,11.0,11.0
492,11.0,11.0
493,11.0,11.1
494,11.0,11.1
495,11.0,11.0
496,11.0,11.0
497,11.0,11.0
498,11.0,11.0
499,11.0,11.1
500,11.0,11.1
501,11.0,11.0
502,11.0,11.0
503,11.0,11.0
504,11.0,11.0
505,11.0,11.1
506,11.0,11.1
507,11.0,11.0
508,11.0,11.0
509,11.0,11.0
510,11.0,11.0
511,11.0,11.1
512,11.0,11.1
513,11.0,11.0
514,11.0,11.0
515,11.0,11.0
516,11.0,11.0
517,11.0,11.1
518,11.0,11.1
519,11.0,11.0
520,11.0,11.0
521,11.0,11.0
522,11.0,11.0
523,11.0,11.1
524,11.0,11.1
525,11.0,11.0
526,11.0,11.0
527,11.0,11.0
528,11.0,11.0
529,11.0,11.1
530,11.0,11.1
531,11.0,11.0
532,11.0,11.0
533,11.0,11.0
534,11.0,11.0
535,11.0,11.1
536,11.0,11.1
537,11.0,11.0
538,11.0,11.0
539,11.0,11.0
540,11.0,11.0
541,11.0,11.1
542,11.0,11.1
543,11.0,11.0
544,11.0,11.0
545,11.0,11.0
546,11.0,11.0
547,11.0,11.1
548,11.0,11.1
549,11.0,11.0
550,11.0,11.0
551,11.0,11.0
552,11.0,11.0
553,11.0,11.1
554,11.0,11.1
555,11.0,11.0
556,11.0,11.0
557,11.0,11.0
558,11.0,11.0
559,11.0,11.1
560,11.0,11.1
561,11.0,11.0
562,11.0,11.0
563,11.0,11.0
564,11.0,11.0
565,11.0,11.1
566,11.0,11.1
567,11.0,11.0
568,11.0,11.0
569,11.0,11.0
570,11.0,11.0
571,11.0,11.1
572,11.0,11.1
573,11.0,11.0
574,11.0,11.0
575,11.0,11.0
576,11.0,11.0
577,11.0,11.1
578,11.0,11.1
579,11.0,11.0
580,11.0,11.0
581,11.0,11.0
582,11.0,11.0
583,11.0,11.1
584,11.0,11.1
585,11.0,11.0
586,11.0,11.0
587,11.0,11.0
588,11.0,11.0
589,11.0,11.1
590,11.0,11.1
591,11.0,11.0
592,11.0,11.0
593,11.0,11.0
594,11.0,11.0
595,11.0,11.1
596,11.0,11.1
597,11.0,11.0
598,11.0,11.0
599,11.0,11.0
600,11.0,11.0
601,11.0,11.1
602,11.0,11.1
603,11.0,11.0
604,11.0,11.0
605,11.0,11.0
606,11.0,11.0
607,11.0,11.1
608,11.0,11.1
609,11.0,11.0
610,11.0,11.0
611,11.0,11.0
612,11.0,11.0
613,11.0,11.1
614,11.0,11.1
615,11.0,11.0
616,11.0,11.0
617,11.0,11.0
618,11.0,11.0
619,11.0,11.1
620,11.0,11.1
621,11.0,11.0
622,11.0,11.0
623,11.0,11.0
624,11.0,11.0
625,11.0,11.1
626,11.0,11.1
627,11.0,11.0
628,11.0,11.0
629,11.0,11.0
630,11.0,11.0
631,11.0,11.1
632,11.0,11.1
633,11.0,11.0
634,11.0,11.0
635,11.0,11.0
636,11.0,11.0
637,11.0,11.1
638,11.0,11.1
639,11.0,11.0
640,11.0,11.0
641,11.0,11.0
642,11.0,11.0
643,11.0,11.1
644,11.0,11.1
645,11.0,11.0
646,11.0,11.0
647,11.0,11.0
648,11.0,11.0
649,11.0,11.1
650,11.0,11.1
651,11.0,11.0
652,11.0,11.0
653,11.0,11.0
654,11.0,11.0
655,11.0,11.1
656,11.0,11.1
657,11.0,11.0
658,11.0,11.0
659,11.0,11.0
660,11.0,11.0
661,11.0,11.1
662,11.0,11.1
663,11.0,11.0
664,11.0,11.0
665,11.0,11.0
666,11.0,11.0
667,11.0,11.1
668,11.0,11.1
669,11.0,11.0
670,11.0,11.0
671,11.0,11.0
672,11.0,11.0
673,11.0,11.1
674,11.0,11.1
675,11.0,11.0
676,11.0,11.0
677,11.0,11.0
678,11.0,11.0
679,11.0,11.1
680,11.0,11.1
681,11.0,11.0
682,11.0,11.0
683,11.0,11.0
684,11.0,11.0
685,11.0,11.1
686,11.0,11.1
687,11.0,11.0
688,11.0,11.0
689,11.0,11.0
690,11.0,11.0
691,11.0,11.1
692,11.0,11.1
693,11.0,11.0
694,11.0,11.0
695,11.0,11.0
696,11.0,11.0
697,11.0,11.1
698,11.0,11.1
699,11.0,11.0
700,11.0,11.0
701,11.0,11.0
702,11.0,11.0
703,11.0,11.1
704,11.0,11.1
705,11.0,11.0
706,11.0,11.0
707,11.0,11.0
708,11.0,11.0
709,11.0,11.1
710,11.0,11.1
711,11.0,11.0
712,11.0,11.0
713,11.0,11.0
714,11.0,11.0
715,11.0,11.1
716,11.0,11.1
717,11.0,11.0
718,11.0,11.0
719,11.0,11.0
720,11.0,11.0
721,11.0,11.1
722,11.0,11.1
723,11.0,11.0
724,11.0,11.0
725,11.0,11.0
726,11.0,11.0
727,11.0,11.1
728,11.0,11.1
729,11.0,11.0
730,11.0,11.0
731,11.0,11.0
732,11.0,11.0
733,11.0,11.1
734,11.0,11.1
735,11.0,11.0
736,11.0,11.0
737,11.0,11.0
738,11.0,11.0
739,11.0,11.1
740,11.0,11.1
741,11.0,11.0
742,11.0,11.0
743,11.0,11.0
744,11.0,11.0
745,11.0,11.1
746,11.0,11.1
747,11.0,11.0
748,11.0,11.0
749,11.0,11.0
750,11.0,11.0
751,11.0,11.1
752,11.0,11.1
753,11.0,11.0
754,11.0,11.0
755,11.0,11.0
756,11.0,11.0
757,11.0,11.1
758,11.0,11.1
759,11.0,11.0
760,11.0,11.0
761,11.0,11.0
762,11.0,11.0
763,11.0,11.1
764,11.0,11.1
765,11.0,11.0
766,11.0,11.0
767,11.0,11.0
768,11.0,11.0
769,11.0,11.1
770,11.0,11.1
771,11.0,11.0
