agent_id,tour_id,from_zone_id,to_zone_id,from_origin_node_id,to_destination_node_id,departure_time_in_min,end_time_in_min,travel_time_in_min,demand_type,information_type,value_of_time,vehicle_type,vehicle_age,distance
0,0,1,2,42,2,420.02,431.70,11.68,1,1,10.00,1,15,11.45,
1,1,1,2,42,2,420.03,431.70,11.67,1,1,10.00,1,15,11.45,
2,2,1,2,42,2,420.05,431.70,11.65,1,1,10.00,1,5,11.45,
3,3,1,2,42,2,420.07,431.70,11.63,1,2,10.00,1,0,11.45,
4,4,1,2,42,2,420.08,431.70,11.62,1,1,10.00,1,10,11.45,
5,5,1,2,42,2,420.10,431.70,11.60,1,1,10.00,1,10,11.45,
6,6,1,2,42,2,420.12,431.80,11.68,1,3,10.00,1,10,11.45,
7,7,1,2,42,2,420.13,431.80,11.67,1,1,10.00,1,0,11.45,
8,8,1,2,42,2,420.15,431.80,11.65,1,1,10.00,1,15,11.45,
9,9,1,2,42,2,420.17,431.90,11.73,1,3,10.00,1,0,11.45,
10,10,1,2,42,2,420.18,431.90,11.72,1,1,10.00,1,5,11.45,
11,11,1,2,42,2,420.20,431.90,11.70,1,1,10.00,1,10,11.45,
12,12,1,2,42,2,420.22,431.90,11.68,1,1,10.00,1,10,11.45,
13,13,1,2,42,2,420.23,431.90,11.67,1,1,10.00,1,5,11.45,
14,14,1,2,42,2,420.25,432.00,11.75,1,1,10.00,1,0,11.45,
15,15,1,2,42,2,420.27,432.00,11.73,1,1,10.00,1,10,11.45,
16,16,1,2,42,2,420.28,432.00,11.72,1,1,10.00,1,15,11.45,
17,17,1,2,42,2,420.30,432.00,11.70,1,2,10.00,1,5,11.45,
18,18,1,2,42,2,420.32,432.10,11.78,1,1,10.00,1,10,11.45,
19,19,1,2,42,2,420.33,432.10,11.77,1,1,10.00,1,0,11.45,
20,20,1,2,42,2,420.35,432.10,11.75,1,3,10.00,1,5,11.45,
21,21,1,2,42,2,420.37,432.10,11.73,1,1,10.00,1,5,11.45,
22,22,1,2,42,2,420.38,432.10,11.72,1,2,10.00,1,5,11.45,
23,23,1,2,42,2,420.40,432.20,11.80,1,1,10.00,1,5,11.45,
24,24,1,2,42,2,420.42,432.20,11.78,1,1,10.00,1,10,11.45,
25,25,1,2,42,2,420.43,432.20,11.77,1,1,10.00,1,5,11.45,
26,26,1,2,42,2,420.45,432.20,11.75,1,1,10.00,1,10,11.45,
27,27,1,2,42,2,420.47,432.30,11.83,1,2,10.00,1,5,11.45,
28,28,1,2,42,2,420.48,432.30,11.82,1,1,10.00,1,5,11.45,
29,29,1,2,42,2,420.50,432.30,11.80,1,1,10.00,1,10,11.45,
30,30,1,2,42,2,420.52,432.30,11.78,1,1,10.00,1,15,11.45,
31,31,1,2,42,2,420.53,432.30,11.77,1,1,10.00,1,10,11.45,
32,32,1,2,42,2,420.55,432.40,11.85,1,1,10.00,1,0,11.45,
33,33,1,2,42,2,420.57,432.40,11.83,1,1,10.00,1,0,11.45,
34,34,1,2,42,2,420.58,432.40,11.82,1,1,10.00,1,15,11.45,
35,35,1,2,42,2,420.60,432.40,11.80,1,1,10.00,1,10,11.45,
36,36,1,2,42,2,420.62,432.50,11.88,1,1,10.00,1,15,11.45,
37,37,1,2,42,2,420.63,432.50,11.87,1,1,10.00,1,10,11.45,
38,38,1,2,42,2,420.65,432.50,11.85,1,1,10.00,1,0,11.45,
39,39,1,2,42,2,420.67,432.50,11.83,1,1,10.00,1,0,11.45,
40,40,1,2,42,2,420.68,432.50,11.82,1,2,10.00,1,15,11.45,
41,41,1,2,42,2,420.70,432.60,11.90,1,1,10.00,1,10,11.45,
42,42,1,2,42,2,420.72,432.60,11.88,1,3,10.00,1,5,11.45,
43,43,1,2,42,2,420.73,432.60,11.87,1,2,10.00,1,0,11.45,
44,44,1,2,42,2,420.75,432.60,11.85,1,1,10.00,1,15,11.45,
45,45,1,2,42,2,420.77,432.70,11.93,1,1,10.00,1,0,11.45,
46,46,1,2,42,2,420.78,432.70,11.92,1,1,10.00,1,0,11.45,
47,47,1,2,42,2,420.80,432.70,11.90,1,1,10.00,1,5,11.45,
48,48,1,2,42,2,420.82,432.70,11.88,1,1,10.00,1,15,11.45,
49,49,1,2,42,2,420.83,432.70,11.87,1,1,10.00,1,15,11.45,
50,50,1,2,42,2,420.85,432.80,11.95,1,1,10.00,1,15,11.45,
51,51,1,2,42,2,420.87,432.80,11.93,1,1,10.00,1,15,11.45,
