vehicle_id,from_zone_id,to_zone_id,pricing_type,number_of_nodes,path_sequence
v0,o1,d2,t1,n3,1,5,2,
v1,o4,d3,t1,n3,4,5,3,
v2,o3,d4,t1,n3,3,5,4,
v3,o2,d1,t1,n3,2,5,1,
v4,o1,d2,t1,n3,1,5,2,
v5,o2,d1,t1,n3,2,5,1,
v6,o4,d3,t1,n3,4,5,3,
v7,o3,d4,t1,n3,3,5,4,
v8,o1,d2,t1,n3,1,5,2,
v9,o3,d4,t1,n3,3,5,4,
v10,o4,d3,t1,n3,4,5,3,
v11,o2,d1,t1,n3,2,5,1,
v12,o1,d2,t1,n3,1,5,2,
v13,o3,d4,t1,n3,3,5,4,
v14,o4,d3,t1,n3,4,5,3,
v15,o2,d1,t1,n3,2,5,1,
v16,o3,d2,t1,n3,3,5,2,
v17,o1,d3,t1,n3,1,5,3,
v18,o4,d1,t1,n3,4,5,1,
v19,o2,d4,t1,n3,2,5,4,
v20,o1,d2,t1,n3,1,5,2,
v21,o4,d3,t1,n3,4,5,3,
v22,o3,d4,t1,n3,3,5,4,
v23,o2,d1,t1,n3,2,5,1,
v24,o1,d2,t1,n3,1,5,2,
v25,o3,d4,t1,n3,3,5,4,
v26,o2,d1,t1,n3,2,5,1,
v27,o4,d3,t1,n3,4,5,3,
v28,o3,d4,t1,n3,3,5,4,
v29,o4,d3,t1,n3,4,5,3,
v30,o1,d2,t1,n3,1,5,2,
v31,o2,d1,t1,n3,2,5,1,
v32,o1,d2,t1,n3,1,5,2,
v33,o3,d4,t1,n3,3,5,4,
v34,o2,d1,t1,n3,2,5,1,
v35,o4,d3,t1,n3,4,5,3,
v36,o1,d2,t1,n3,1,5,2,
v37,o3,d4,t1,n3,3,5,4,
v38,o4,d3,t1,n3,4,5,3,
v39,o2,d1,t1,n3,2,5,1,
v40,o3,d2,t1,n3,3,5,2,
v41,o2,d4,t1,n3,2,5,4,
v42,o4,d1,t1,n3,4,5,1,
v43,o1,d3,t1,n3,1,5,3,
v44,o1,d2,t1,n3,1,5,2,
v45,o2,d1,t1,n3,2,5,1,
v46,o3,d4,t1,n3,3,5,4,
v47,o4,d3,t1,n3,4,5,3,
v48,o3,d4,t1,n3,3,5,4,
v49,o2,d1,t1,n3,2,5,1,
v50,o1,d2,t1,n3,1,5,2,
v51,o4,d3,t1,n3,4,5,3,
v52,o2,d1,t1,n3,2,5,1,
v53,o3,d4,t1,n3,3,5,4,
v54,o4,d3,t1,n3,4,5,3,
v55,o1,d2,t1,n3,1,5,2,
v56,o1,d2,t1,n3,1,5,2,
v57,o4,d3,t1,n3,4,5,3,
v58,o2,d1,t1,n3,2,5,1,
v59,o3,d4,t1,n3,3,5,4,
v60,o1,d2,t1,n3,1,5,2,
v61,o2,d1,t1,n3,2,5,1,
v62,o4,d3,t1,n3,4,5,3,
v63,o3,d4,t1,n3,3,5,4,
v64,o4,d1,t1,n3,4,5,1,
v65,o3,d2,t1,n3,3,5,2,
v66,o2,d4,t1,n3,2,5,4,
v67,o1,d3,t1,n3,1,5,3,
v68,o1,d2,t1,n3,1,5,2,
v69,o4,d3,t1,n3,4,5,3,
v70,o3,d4,t1,n3,3,5,4,
v71,o2,d1,t1,n3,2,5,1,
v72,o3,d4,t1,n3,3,5,4,
v73,o1,d2,t1,n3,1,5,2,
v74,o4,d3,t1,n3,4,5,3,
v75,o2,d1,t1,n3,2,5,1,
v76,o3,d4,t1,n3,3,5,4,
v77,o1,d2,t1,n3,1,5,2,
v78,o4,d3,t1,n3,4,5,3,
v79,o2,d1,t1,n3,2,5,1,
v80,o1,d2,t1,n3,1,5,2,
v81,o3,d4,t1,n3,3,5,4,
v82,o2,d1,t1,n3,2,5,1,
v83,o4,d3,t1,n3,4,5,3,
v84,o3,d4,t1,n3,3,5,4,
v85,o1,d2,t1,n3,1,5,2,
v86,o2,d1,t1,n3,2,5,1,
v87,o4,d3,t1,n3,4,5,3,
v88,o4,d1,t1,n3,4,5,1,
v89,o1,d3,t1,n3,1,5,3,
v90,o2,d4,t1,n3,2,5,4,
v91,o3,d2,t1,n3,3,5,2,
v92,o3,d4,t1,n3,3,5,4,
v93,o1,d2,t1,n3,1,5,2,
v94,o2,d1,t1,n3,2,5,1,
v95,o4,d3,t1,n3,4,5,3,
v96,o1,d2,t1,n3,1,5,2,
v97,o2,d1,t1,n3,2,5,1,
v98,o3,d4,t1,n3,3,5,4,
v99,o4,d3,t1,n3,4,5,3,
v100,o1,d2,t1,n3,1,5,2,
v101,o4,d3,t1,n3,4,5,3,
v102,o2,d1,t1,n3,2,5,1,
v103,o3,d4,t1,n3,3,5,4,
v104,o1,d2,t1,n3,1,5,2,
v105,o4,d3,t1,n3,4,5,3,
v106,o2,d1,t1,n3,2,5,1,
v107,o3,d4,t1,n3,3,5,4,
v108,o1,d2,t1,n3,1,5,2,
v109,o4,d3,t1,n3,4,5,3,
v110,o2,d1,t1,n3,2,5,1,
v111,o3,d4,t1,n3,3,5,4,
v112,o3,d2,t1,n3,3,5,2,
v113,o4,d1,t1,n3,4,5,1,
v114,o2,d4,t1,n3,2,5,4,
v115,o1,d3,t1,n3,1,5,3,
v116,o1,d2,t1,n3,1,5,2,
v117,o4,d3,t1,n3,4,5,3,
v118,o2,d1,t1,n3,2,5,1,
v119,o3,d4,t1,n3,3,5,4,
v120,o1,d2,t1,n3,1,5,2,
v121,o4,d3,t1,n3,4,5,3,
v122,o2,d1,t1,n3,2,5,1,
v123,o3,d4,t1,n3,3,5,4,
v124,o1,d2,t1,n3,1,5,2,
v125,o2,d1,t1,n3,2,5,1,
v126,o3,d4,t1,n3,3,5,4,
v127,o4,d3,t1,n3,4,5,3,
v128,o1,d2,t1,n3,1,5,2,
v129,o4,d3,t1,n3,4,5,3,
v130,o2,d1,t1,n3,2,5,1,
v131,o3,d4,t1,n3,3,5,4,
